,2018-12-15 10:10:00,2018-12-15 10:15:00,2018-12-15 10:20:00,2018-12-15 10:25:00,2018-12-15 10:30:00,2018-12-15 10:35:00,2018-12-15 10:40:00,2018-12-15 10:45:00,2018-12-15 10:50:00,2018-12-15 10:55:00,2018-12-15 11:00:00,2018-12-15 11:05:00,2018-12-15 11:10:00,2018-12-15 11:15:00,2018-12-15 11:20:00,2018-12-15 11:25:00,2018-12-15 11:30:00,2018-12-15 11:35:00,2018-12-15 11:40:00,2018-12-15 11:45:00,2018-12-15 11:50:00,2018-12-15 11:55:00,2018-12-15 12:00:00,2018-12-15 12:05:00,2018-12-15 12:10:00,2018-12-15 12:15:00,2018-12-15 12:20:00,2018-12-15 12:25:00,2018-12-15 12:30:00,2018-12-15 12:35:00,2018-12-15 12:40:00,2018-12-15 12:45:00,2018-12-15 12:50:00,2018-12-15 12:55:00,2018-12-15 13:00:00,2018-12-15 13:05:00,2018-12-15 13:10:00,2018-12-15 13:15:00,2018-12-15 13:20:00,2018-12-15 13:25:00,2018-12-15 13:30:00,2018-12-15 13:35:00,2018-12-15 13:40:00,2018-12-15 13:45:00,2018-12-15 13:50:00,2018-12-15 13:55:00,2018-12-15 14:00:00,2018-12-15 14:05:00,2018-12-15 14:10:00,2018-12-15 14:15:00,2018-12-15 14:20:00,2018-12-15 14:25:00,2018-12-15 14:30:00,2018-12-15 14:35:00,2018-12-15 14:40:00,2018-12-15 14:45:00,2018-12-15 14:50:00,2018-12-15 14:55:00,2018-12-15 15:00:00,2018-12-15 15:05:00,2018-12-15 15:10:00,2018-12-15 15:15:00,2018-12-15 15:20:00,2018-12-15 15:25:00,2018-12-15 15:30:00,2018-12-15 15:35:00,2018-12-15 15:40:00,2018-12-15 15:45:00,2018-12-15 15:50:00,2018-12-15 15:55:00,2018-12-15 16:00:00,2018-12-15 16:05:00,2018-12-15 16:10:00,2018-12-15 16:15:00,2018-12-15 16:20:00,2018-12-15 16:25:00,2018-12-15 16:30:00,2018-12-15 16:35:00,2018-12-15 16:40:00,2018-12-15 16:45:00,2018-12-15 16:50:00,2018-12-15 16:55:00,2018-12-15 17:00:00,2018-12-15 17:05:00,2018-12-15 17:10:00,2018-12-15 17:15:00,2018-12-15 17:20:00,2018-12-15 17:25:00,2018-12-15 17:30:00,2018-12-15 17:35:00,2018-12-15 17:40:00,2018-12-15 17:45:00,2018-12-15 17:50:00,2018-12-15 17:55:00,2018-12-15 18:00:00,2018-12-15 18:05:00,2018-12-15 18:10:00,2018-12-15 18:15:00,2018-12-15 18:20:00,2018-12-15 18:25:00,2018-12-15 18:30:00,2018-12-15 18:35:00,2018-12-15 18:40:00,2018-12-15 18:45:00,2018-12-15 18:50:00,2018-12-15 18:55:00,2018-12-15 19:00:00,2018-12-15 19:05:00,2018-12-15 19:10:00,2018-12-15 19:15:00,2018-12-15 19:20:00,2018-12-15 19:25:00,2018-12-15 19:30:00,2018-12-15 19:35:00,2018-12-15 19:40:00,2018-12-15 19:45:00,2018-12-15 19:50:00,2018-12-15 19:55:00,2018-12-15 20:00:00
45,1,3,0,0,3,0,1,2,2,1,1,0,2,1,1,0,0,2,0,2,2,0,0,1,4,0,0,0,0,1,0,1,2,0,0,2,3,1,1,0,1,0,1,0,1,0,1,2,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3,0,2,2,1,1,1,1,2,1,1,0,1,0,0,0,3,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,2,0,0,1,0,1,2,0,0,1,4,0,1,1,0,0,0,4,10
46,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,1,1,3,1,0,1,0,2,0,1,0,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,10
47,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,1,2,2,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1
49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4
52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,2,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6
53,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
54,4,0,1,1,1,1,1,7,1,1,2,1,1,5,4,2,1,3,2,5,0,4,1,2,3,0,2,5,1,3,2,0,3,2,2,2,1,4,4,1,1,2,2,1,2,2,1,1,2,1,3,1,1,0,4,1,2,0,0,2,1,1,0,1,4,0,1,0,1,3,1,1,1,0,2,2,3,2,0,1,0,1,0,0,2,1,1,2,1,1,2,3,0,1,0,0,0,3,0,0,0,3,2,1,0,1,1,3,0,0,0,1,2,0,3,0,0,3,14
55,0,0,1,0,0,3,2,2,0,0,5,2,3,0,2,1,3,3,0,2,2,2,2,1,1,2,1,2,4,0,1,1,4,1,0,1,2,4,0,2,0,0,4,1,1,1,0,1,1,1,1,0,1,0,0,0,2,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0,2,0,1,1,0,2,1,4,1,1,1,2,1,0,0,1,1,2,1,0,0,0,0,8,1,0,1,0,0,0,0,0,1,1,1,1,3,2,0,2,15
56,4,0,1,2,0,2,0,2,3,5,0,2,0,1,2,3,2,2,1,0,4,6,4,1,1,0,2,1,1,1,3,1,1,0,0,2,1,1,0,2,0,0,1,0,0,3,1,1,3,0,0,1,0,0,0,1,0,1,0,3,1,4,2,1,1,3,1,2,2,1,0,1,0,5,3,2,1,1,2,3,1,4,1,1,0,1,1,1,1,1,0,2,0,1,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,5,25
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6,2,2,1,0,1,1,2,1,0,1,1,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0,2,2,0,2,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,2,0,0,0,0,0,6
60,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
61,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,2,1,0,1,1,0,1,2,1,1,1,0,0,0,2,2,0,1,1,2,2,1,0,1,0,0,1,0,1,3,1,1,1,1,1,2,3,0,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,1,1,2,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,3,1,0,0,0,1,5
62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,2
64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
65,1,0,2,1,0,1,1,0,0,0,1,1,0,0,0,0,1,2,2,0,2,1,1,0,0,0,2,0,1,4,2,1,2,1,1,0,1,1,2,0,2,0,1,3,1,3,0,1,1,1,1,0,0,1,0,0,0,1,2,1,1,5,0,0,0,2,0,2,1,1,2,3,1,0,1,1,0,0,1,0,3,2,0,0,0,2,0,0,1,0,0,0,2,1,1,3,3,1,0,1,2,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,1,9
66,0,1,1,1,0,0,3,0,0,0,0,1,0,0,3,0,0,2,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,2,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4
67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
68,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
69,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
70,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
71,2,2,0,1,2,0,0,2,1,0,1,1,1,1,1,1,2,0,1,2,0,2,1,5,1,2,3,0,3,1,4,2,0,0,2,0,1,0,1,0,2,1,0,0,2,0,1,0,3,0,1,1,2,3,1,1,1,3,0,3,0,2,1,2,0,1,2,1,0,3,1,0,2,0,0,1,0,0,1,2,1,2,2,1,1,0,0,0,0,1,2,1,1,0,2,0,1,1,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0,0,1,0,1,1,21
72,5,1,1,0,0,2,0,0,0,0,0,4,0,3,0,0,1,3,2,3,2,2,3,10,1,1,1,1,0,0,0,3,1,1,2,2,1,3,1,2,0,1,1,4,3,1,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,0,0,2,1,1,0,1,3,0,1,0,2,1,2,1,2,0,1,0,1,0,1,2,2,0,1,2,2,3,1,0,1,1,1,0,2,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,19
73,3,0,1,0,1,2,0,4,1,0,0,1,1,3,0,2,1,3,1,3,1,1,3,10,3,1,2,3,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,3,4,0,1,1,1,0,2,1,1,3,0,2,1,1,1,2,0,0,0,0,3,0,2,0,0,3,3,0,2,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,3,20
74,3,1,2,1,1,2,0,2,0,0,0,0,1,0,2,0,2,1,0,0,0,2,2,3,0,3,2,1,0,0,1,0,0,2,0,2,1,0,0,2,2,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,2,1,0,0,0,1,2,1,1,0,2,0,1,0,1,1,1,0,1,2,1,0,0,2,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,16
75,1,1,2,1,1,1,4,0,2,0,0,2,1,0,1,4,1,0,1,0,0,2,2,2,1,6,0,1,1,1,1,1,0,2,3,1,1,0,1,0,0,0,1,0,1,2,1,2,2,0,1,0,4,1,0,0,0,0,1,1,0,0,4,0,0,2,1,4,0,0,0,1,1,1,3,2,1,0,2,2,0,0,0,1,0,1,1,0,1,3,1,1,1,1,2,0,1,0,0,0,1,0,2,1,0,0,1,0,0,1,1,0,3,0,1,1,0,2,24
